Healthy,Diseased
0.000359423984637086,0.0003594497092903
0.000379771545799931,0.000379743635390176
8.40893457504344e-05,8.40904162573976e-05
0.000789353528481338,0.000789353528482191
0.0136646921883352,0.013664692856355
0.000502190810105734,0.000502190810091858
0.000201149584508158,0.0002011293767
0.0038834046130522,0.00388341724679833
0.00107439012113674,0.00107439026869592
0.000879148511292011,0.000879148511292011
0.0129393411593145,0.0129393411604285
0.0114296207594378,0.0114296207559751
0.0143367695656608,0.0143367672527823
0.000458392692075992,0.000458395646176201
0.00111420324434473,0.00111419954457483
3.95321596149454e-05,3.95289402338585e-05
0.00776341972875034,0.0077633809078201
0.000262777065983121,0.000262815886820161
6.53889997655933e-05,6.54184632626104e-05
0.00709832384968049,0.00709829431745296
0.000191607001096665,0.000191632495352043
0.0263013531075398,0.0263013275637252
0.000154511047264108,0.000154570454882083
0.000136520820591321,0.00013646126721651
0.00178116030627176,0.00178123765088935
0.00216085405883883,0.00216077643889338
0.00500688406911119,0.00500690101379202
0.000102553236315586,0.000102536346281255
0.000594751824642424,0.000594747063507092
0.00277219646683227,0.00277220105648528
0.000558794629126232,0.0005588214879058
0.000163632998195728,0.000163606077032029
0.00040857085594508,0.000408590177583035
0.000808399249732988,0.000808378192140669
0.00114255149251205,0.00114259748280573
0.0054308559238489,0.00543081005017802
0.0179420442044209,0.0179423044502926
0.00108466995590157,0.00108440963897437
0.00285065193270058,0.00285066749420479
0.000172751314866284,0.000172735646125703
0.0001758024786068,0.000175853535524096
0.000589419106183027,0.000589368031971772
0.00370802374796065,0.00370795389348462
0.00423547716583349,0.00423554688162068
0.027761838293239,0.0277618097434774
0.000224962956988189,0.000224991094422776
0.000372108968128029,0.000372089072737449
0.00697355127500867,0.00697357133035088
0.00468160031433287,0.00468160000547925
0.00680345594625217,0.00680345594344435
0.000547070686693651,0.000547100554895779
0.00586782771268784,0.00586779728908742
0.00176870577059212,0.00176872017240573
0.00302327631157306,0.00302326204064773
0.000406005855415543,0.000406060288324766
0.00161870342227304,0.00161864899339948
0.00861835048411704,0.00861835266469251
0.0229641237045385,0.0229641212323391
0.00303032114352147,0.00303032869349898
7.50239877777776e-05,7.50169267321282e-05
0.000443307162016653,0.000443306595023981
0.00985846300042814,0.00985846356742094
0.00033625986640752,0.000336258055669674
0.000543362645615598,0.000543363707553156
0.000802918898777376,0.000802752067134896
0.00133175908374261,0.00133192752895189
0.00361213377604225,0.00361216230048625
0.000351385136344035,0.000351356559652637
0.00170051667055782,0.00170051406097737
0.000663686749700111,0.000663689361470764
0.000610530421351955,0.000610518664999715
0.000198762841967188,0.000198774244922181
0.000102954344350811,0.000102921214012643
0.00156454057973225,0.00156457417285078
0.000669033450296984,0.000669031879564813
0.000547131284884943,0.000547132972240671
0.00249390340501672,0.00249390117689245
0.00407001655202452,0.00407001842221754
0.00104734200198637,0.00104731347633677
0.00112017310959996,0.00112020097117528
0.00319548759503479,0.00319546969387686
0.0702671568020452,0.0702671746686444
0.000414024015898214,0.000413971957369971
0.00255457090227855,0.00255462294677653
0.000434155044030483,0.000434154841934372
9.13029660548538e-05,9.13029726630056e-05
0.0184479525346721,0.0184479449782181
0.0195736835651297,0.0195736910946187
2.57397946338728e-05,2.57055993664466e-05
0.000789167705052143,0.000789202589101457
0.00215496988311742,0.00215498478430281
0.000445296222714806,0.000445281066710192
0.0026836550874584,0.00268363699587312
0.00133468947214869,0.00133470691659651
0.00071914969852406,0.0007191498406524
2.47656915279476e-05,2.47656935770095e-05
0.00172112475531977,0.00172114461836592
0.00428815438714453,0.00428813483326772
0.000266472826553332,0.000266487172908201
0.000962681626055074,0.000962667389956
0.0014744591026146,0.0014745075697943
0.000839748555771986,0.000839700268011063
0.000867114635835932,0.000867185738492829
0.000391904747927237,0.000391833808360248
0.00912095150188402,0.00912097482772126
0.000769104315968424,0.000769081353962438
0.000970716008067958,0.00097073629957048
0.000150416424893479,0.000150396444593871
0.000511656844523114,0.000511657315274954
0.00490965139545214,0.0049096513509065
0.00153022564661885,0.00153022301533868
3.59919099557211e-05,3.5993017616381e-05
0.00429399044891055,0.00429407336182582
0.000235258398215748,0.000235176289678272
0.00566312608832525,0.00566304532738592
0.00065420463502543,0.000654284717930136
0.000212880246060182,0.000212854641995632
0.000159106711677003,0.000159131860541255
0.000912364931105067,0.000912318559731159
0.00014758642830181,0.000147631794300727
0.143769351582817,0.143769274634451
0.00052609158792529,0.000526167833586917
0.000379382968399554,0.000379384090244647
0.00132059652768329,0.0013205965273124
0.00311276690766537,0.00311286286498415
0.000582167476057369,0.000582071331569931
0.000407533251325967,0.00040749020580824
0.00012467486193455,0.000124717964359484
0.000329614116814722,0.000329614614806924
0.00115545309551946,0.0011554531461569
0.00267751374467921,0.00267749577032297
0.00250061888591419,0.00250063648404618
0.000125246648772937,0.00012522771916049
0.00187351628032128,0.00187353498056479
0.000500602130226935,0.000500601110353141
0.0094574038234507,0.00945740382345284
9.80659068601832e-05,9.80654958854946e-05
0.000258030624768702,0.000258030624789191
0.000119186561340032,0.000119186830786895
0.000662710855981298,0.000662710855988297
0.000895302382977863,0.000895305148127121
0.000210294478836631,0.000210291526491283
0.00114935203789101,0.00114935396493321
0.00015391860076896,0.000153917188969192
0.00410950316939012,0.00410950264859551
0.00481244656507978,0.00481244705384119
0.00362194150968202,0.00362192815204306
0.00936481749593431,0.00936483180342056
0.00136367149708733,0.00136367310860523
0.0319457250234253,0.0319457241507662
3.32683939884212e-05,3.32716830638672e-05
0.00429562872662085,0.0042956300153787
0.000232997512543735,0.000232996591604014
0.0177835921900755,0.0177835887898819
0.002710682102974,0.00271068246533773
0.00207332828458113,0.00207332864424837
0.00135993625977659,0.0013599364693776
0.000490781845265503,0.000490782159174879
0.00569107152318995,0.00569106859475551
0.000303055740353213,0.000303058815988039
0.00519815920053194,0.00519781292414923
0.00215474699759531,0.00215509358143576
0.000661073348938429,0.000661072889320283
0.00273893185744071,0.00273893226228585
0.000159466070271507,0.000159466087839752
0.000404813099466739,0.000404813051834142
0.000318800031202581,0.000318796158815207
0.000247134373007938,0.000247137642980943
0.000769236727630286,0.000769236768753095
0.00274522671030609,0.00274522671030609
0.00133377641013601,0.00133377614815314
0.000158576843089388,0.00015857650467969
0.000611582435953312,0.000611577739979325
0.00211271733730368,0.00211272184489737
0.000100042936154374,0.000100038562700126
0.00141193644111503,0.00141194071681405
0.000527320554384631,0.00052731946790517
0.000189874397893831,0.000189875753040473
0.00103001343322182,0.00103001760497124
0.0083453314262093,0.00834532717401252
0.000222225208307027,0.000222223762606752
0.0018588208972705,0.00185882237974773
0.00203218254707696,0.00203218003703395
0.0145303233487725,0.0145303233515058
7.83986911764913e-05,7.83980729854315e-05
0.00430988365947723,0.00430988549569017
0.000219274040532302,0.000219274763656878
0.0133808834277956,0.0133808834277956
0.000247857152398839,0.000247825995113519
0.000267420864167364,0.000267451723913698
0.000209798705532846,0.000209798828880404
0.00020112394418351,0.000201123944157541
0.000958455474067106,0.000958455936781464
0.000486467804444485,0.000486467565886539
0.0218856343285357,0.0218855887547931
0.00893690269095742,0.00893694768234541
0.00016430522336435,0.000164305225701856
0.00188809956076038,0.0018880995653521
5.58476276767536e-05,5.58051897857552e-05
0.000393827108993354,0.000393869559578257
0.00542641064738248,0.00542641162609012
0.000676049769075522,0.000676049769075522
0.000370988907110398,0.00037098868232391
0.00146638533639827,0.00146638490504801
7.88455252239799e-05,7.88455319574675e-05
0.0027419730425444,0.00274197300901683
0.0117509423537219,0.0117509206885422
0.00248633832399058,0.00248636015901878
0.000590415696606977,0.000590415397990759
0.000176931595015776,0.000176931595009827
0.000222028123648235,0.000222027720014831
0.00301595647200936,0.00301595647213544
4.48983930072623e-05,4.48984879554071e-05
0.0122086675738775,0.0122086675739997
0.00147874925747299,0.00147874952501541
0.00151904948106558,0.00151904948106558
0.000111735826261789,0.000111735202512095
0.000369042587324382,0.000369043497666448
0.0040261330846837,0.00402612814973135
0.00123074396747855,0.00123074868076135
0.000646678244883109,0.000646678244872588
0.00350251259771592,0.00350244568272473
0.00215453463214287,0.00215460154716332
0.00371520318065813,0.00371520318065813
0.00229370486279583,0.00229370535073941
0.000983333439948749,0.000983335303467782
0.0221451098932811,0.0221451080297569
0.0015491151876365,0.0015491151876365
4.49249237189362e-05,4.49341305977547e-05
0.000410879681102894,0.00041087138935077
0.00759976014068873,0.00759975994865049
0.00231301832396809,0.00231301833423569
1.3797034793232e-05,1.37795651550785e-05
0.00145275765477112,0.00145277533746339
0.0149891357118644,0.0149891438194905
0.00126774750269686,0.0012677395175403
0.00197693144165987,0.00197692912837774
0.00205123584662136,0.00205123776811813
0.000506646534151204,0.000506647541345468
0.00099006815445019,0.000990068897981079
0.000726620718114985,0.000726620718106872
0.0609575932184267,0.0609575932184267
0.00458069616596916,0.00458069515656847
0.000891601365921984,0.000891601356795058
0.0040860280644392,0.00408602769115931
0.00219939972934884,0.00219939972173157
0.0149814295799509,0.0149814436645703
0.000304677202601344,0.000304664010504873
0.000364169074854528,0.000364169895858801
0.073447939824351,0.0734479398246266
0.00174341262418847,0.00174341262571337
0.00114164858021632,0.00114164855045128
0.00402840102514138,0.00402840063517823
0.00388579348120681,0.00388579348336662
0.00143666564127732,0.00143666265509413
0.00405243107133193,0.00405243107436758
0.00560053090298807,0.00560053054053827
0.00473680472116065,0.00473680472155786
0.00197238609734527,0.00197238605248024
1.42287078169516e-05,1.42287078455568e-05
0.000157583981025179,0.000157584314725259
0.00862818469536931,0.00862818470418963
0.00165211385953871,0.00165211788465867
1.91577063418499e-05,1.91538915803842e-05
0.000253054693505397,0.000253055967306988
0.00712130355626679,0.00712130155860589
0.000155225963967123,0.000155226496176545
0.00242328450296321,0.00242328450294837
3.95196552071512e-05,3.94352243643527e-05
0.000497747905674833,0.000497832291569847
0.000964767568127066,0.000964611578688807
0.000483233819342514,0.000483390224208864
6.87107486925656e-05,6.87123351352468e-05
0.00207866669899188,0.00207866472850131
0.000845117752041388,0.000845084596893589
0.00501199885651604,0.00501203257432416
5.71710655701676e-05,5.71706047747651e-05
0.00913500648619396,0.00913500710587842
0.00252899351486421,0.00252899280846054
0.000862385543862106,0.000862386137490135
0.000298576394402174,0.000298568552235963
0.00305851432387884,0.00305852206641638
9.83326500142304e-05,9.83232199237725e-05
0.0231764218863933,0.0231764315117601
5.18140610056118e-05,5.18131925631995e-05
0.000508099017133586,0.000508100090585574
0.00158307738508659,0.00158307354771477
0.00849013075232913,0.0084901344984563
0.000287110989930485,0.000287108075192948
0.00263451776247978,0.00263452059797955
0.000850778570494047,0.000850780231101424
0.000590225768474488,0.000590224232302373
0.0116252663559927,0.0116252720281538
0.00446081673088327,0.00446081129455392
0.000271385831262479,0.000271393099113489
0.0113858694350438,0.0113858621846917
0.00192065400818951,0.00192066578741669
0.000530524150015723,0.00053051147994772
0.000721086483749657,0.000721086425489336
0.00193612775147119,0.00193612775273352
9.19635138584691e-05,9.1877917306397e-05
0.00263269456783329,0.0026327801350902
0.00201685223736823,0.00201685315009259
0.00616424714126445,0.00616424749068698
0.000319427234606038,0.000319429033081297
0.00350505592812862,0.00350505519633234
0.00105715343482683,0.0010571521226669
0.00375193610357435,0.00375193754809343
0.00183740549597436,0.0018374020799689
0.000986078945459108,0.000986082096177742
0.0071481522291687,0.00714815172811005
0.000257187024567335,0.000257188756517288
0.0102426425435607,0.0102426493066358
0.000172736616056098,0.000172729706918519
0.00133458909438028,0.00133458904570925
0.000469193121295872,0.000469193121295872
0.00269244804943409,0.00269245743097375
0.000833905196595234,0.000833896808580965
0.000677736841017325,0.000677736957550491
0.00146813192611475,0.00146813192611475
0.00103885723871556,0.00103883536121161
0.00237483604491485,0.0023748572107152
0.014431049420128,0.0144310499848778
0.0154260207293183,0.0154260207293183
0.000468123798755228,0.000468128005432552
0.000425706972502098,0.000425703165395396
1.13390604219162e-05,1.13390847488874e-05
0.0500066599558075,0.0500066599558075
0.000527836856714151,0.000527836428303893
0.0106574160589659,0.0106574160589659
0.00088664976619697,0.000886650408293322
0.00454066895228249,0.00454066895228249
0.000772570547340101,0.000772570614093302
0.000462465226957471,0.000462465226957471
0.000385352480566379,0.000385352482224083
0.000233885281645484,0.000233885281645484
0.00181863130186917,0.00181863203489865
8.24976179141895e-05,8.24976178885507e-05
0.00399657503864517,0.00399656418066356
6.92140158595212e-05,6.92248738461414e-05
0.00175196845508128,0.00175184778495764
0.00180863275013072,0.00180875316865473
0.00102446688978986,0.00102449407546556
0.000173314185533069,0.000173286999829752
0.000884196122626682,0.00088419618386307
0.00106742570730984,0.00106742564607346
0.000303250042518463,0.000303340304101693
0.000202041017051981,0.000201950512139342
0.00598376446965155,0.0059837644931741
0.00241055373372669,0.00241055374077107
0.000735466669288828,0.000735461112290904
0.0003062740140996,0.00030627868118923
0.00157248367228387,0.00157248911321908
0.000101273098189677,0.000101266904715863
0.00502418232260986,0.00502412296512788
0.000342663991707548,0.000342723458090844
0.00311979493020134,0.00311974631192125
0.000363115287654578,0.000363164152993595
0.000809493556265213,0.000809482913608802
0.00194119008256082,0.00194120153748375
0.00063674719249204,0.000636746526257875
0.000384773735015188,0.000384773605993339
3.24472165817431e-05,3.24473223820555e-05
0.000734440659152305,0.000734440659152305
0.000214951861589143,0.000214950795214684
0.00747803613532999,0.00747803613532999
0.000119582567518774,0.000119582573157306
0.000630787607719673,0.000630787607719673
1.64849949220187e-05,1.64883506007308e-05
0.00192670439221953,0.00192670056668632
0.000623968475179938,0.000623909732038205
0.0142440143536883,0.0142440730566829
3.161051493976e-05,3.16106123141917e-05
0.00233081751383344,0.00233081751384483
0.0315296227900849,0.0315296270720769
0.000665378904180938,0.00066537433292271
0.00607913147813889,0.00607918912975889
0.00622917366373005,0.00622911591723183
0.000561031305395077,0.000561031302581338
0.000248534527044785,0.000248534460261844
0.00620719585242034,0.00620719544061503
0.00595837934224224,0.00595837934224224
0.00477891838747594,0.00477891841053828
0.00535847761593407,0.00535847761594117
0.000831131019380051,0.000831130967977862
0.000385931454904368,0.000385931454904368
6.17972712552843e-05,6.17975176276614e-05
6.8669715851579e-05,6.86697175552563e-05
0.000117478920838178,0.000117478119458374
0.000417069774055028,0.000417069775875564
3.08139879066053e-05,3.08134854481082e-05
9.48341424723351e-05,9.48341424728806e-05
